Sr,Name,Material Code,Material Name,Material Group,Marerial New Group,Has Serial No,Customer Code
1022,102990,102990,"PVC Inner Bend 1""",Consumable,Building & Civil Stores & Spares,0,
1023,102989,102989,"PVC Bib Cock 0.5""",Consumable,Building & Civil Stores & Spares,0,
1024,102988,102988,Glass 4mm - 1070mm x 430mm,Consumable,Building & Civil Stores & Spares,0,
1025,102987,102987,Glass 4mm - 1090mm x 450mm,Consumable,Building & Civil Stores & Spares,0,
1026,102986,102986,PVC Flexible Hose Pipe - 15mm,Consumable,Building & Civil Stores & Spares,0,
1027,102985,102985,PVC Flexible Hose Pipe - 15mm,Consumable,Building & Civil Stores & Spares,0,
1028,102984,102984,"Tarpaulin 24""X36"" (90 GSM)",Consumable,OHS Stores & Spares,0,
1029,102983,102983,Distribution Box 6 way,Consumable,Electrical (Stores & Spares),0,
1030,102982,102982,Gang Box 4 way,Consumable,Electrical (Stores & Spares),0,
1031,102981,102981,CGI Sheet 0.50mm*8ft ,Consumable,Building & Civil Stores & Spares,0,
1032,102980,102980,"CGI Sheet (12ft, 0.63mm)",Consumable,Building & Civil Stores & Spares,0,
1033,102979,102979,"Tank Nipple 3/4""",Consumable,Building & Civil Stores & Spares,0,
1034,102978,102978,Media converter ,Consumable,Data Processig Stores & Spares,0,
1035,102977,102977,Mineral Transportation sheet,Consumable,Office Printing & Stationery Stores & Spares,0,
1036,102976,102976,HDPE Pipe 90 mm (Pn-12.5),Consumable,Building & Civil Stores & Spares,0,
1037,102975,102975,Wireless Mouse & Keyboard Combo,Consumable,Data Processig Stores & Spares,0,
1038,102974,102974,"Inverter Battery (Inva Tubular), 150 Ah (Exide)",Consumable,Data Processig Stores & Spares,0,
1039,102973,102973,Engine Oil 15w40 - Servo,Consumable,Lubricants,0,
1040,102972,102972,Uniform (Pant & Shirt) pieces,Consumable,OHS Stores & Spares,0,
1041,102971,102971,"Load Binder Ratchet Tie Down Cargo Strap 10 meter, 5 Ton",Consumable,OHS Stores & Spares,0,
1042,102970,102970,"Sling 5 meter, 5 Ton",Consumable,OHS Stores & Spares,0,
1043,102969,102969,"Wire Rope 4 meter, 20mm Flexible",Consumable,Building & Civil Stores & Spares,0,
1044,102968,102968,"Wire Rope 2 meter, 20mm Flexible",Consumable,Building & Civil Stores & Spares,0,
1045,102967,102967,"Wire Rope 1 meter, 20mm Flexible",Consumable,Building & Civil Stores & Spares,0,
1046,102966,102966,Paint Brush 75mm,Consumable,Building & Civil Stores & Spares,0,
1047,102965,102965,"Aldrop 10""",Consumable,Building & Civil Stores & Spares,0,
1048,102964,102964,Led Bulb 20 Watt,Consumable,Electrical (Stores & Spares),0,
1049,102963,102963,K-4 Bit 93010303 - Atlas Copco,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1050,102962,102962,K-4 Hammer 93010075 - Atlas Copco,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1051,102961,102961,Mobile Filter for LPK TATA Tipper,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1052,102959,102959,"Welding Electrode LH 115 - 4mm, 2Kg (Ador Fontech)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1053,102960,102960,"Welding Electrode LH 115 - 3.2mm, 2Kg (Ador Fontech)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1054,102957,102957,Caution Signboard 3/3.5 ft with Stand,Consumable,OHS Stores & Spares,0,
1055,102956,102956,Paracetomole,Consumable,OHS Stores & Spares,0,
1056,102955,102955,sovlan,Consumable,OHS Stores & Spares,0,
1057,102954,102954,LED Flood Light (150W),Consumable,Electrical (Stores & Spares),0,
1058,102953,102953,Copper Wire 3 Core 4 Sq. mm,Consumable,Electrical (Stores & Spares),0,
1059,102952,102952,"Cast Iron welding rod, 4kg (Gold Star)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1060,102951,102951,Fiber Cable (4 core),Consumable,Data Processig Stores & Spares,0,
1061,102949,102949,Conveyor Belt Open End (1200mmxRating: 315/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1062,102950,102950,Wirless Mouse (HP),Consumable,Data Processig Stores & Spares,0,
1063,100891,100891,"Push rod (pry. cr.), rod diameter: 30 mm, rod Length: 1200mm, thread: 250mm (double nut)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1064,102944,102944,Microtek Inverter UPS EB 800 (700VA) 588 Watts Inverter,Consumable,Data Processig Stores & Spares,0,
1065,102943,102943,Shocker Rubber Bush (ISSUZU D-Max),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1066,102942,102942,Spring Metal Bush (ISSUZU D-Max),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1067,102941,102941,"Hand Gloves leather 14""",Consumable,OHS Stores & Spares,0,
1068,102940,102940,Battery Exide 12 V 1500 MHD,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1069,102939,102939,V Belt B93 - Poly F,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1070,102938,102938,V Belt C298 - Poly F,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1071,102937,102937,V Belt C120 - Poly F,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1072,102935,102935,Battery 12Volts (Amaron) 120AH for LPK TATA tipper 1618 ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1073,102190,102190,Jaw Face-Fixed (CW024-006-MN180),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1074,102236,102236,Concave - MN-21% (603-9052 - OPTI),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1075,102933,102933,Conveyor Belt Open End (1050mmxRating: 315/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1076,102829,102829,Conveyor Belt Open End (650mmxRating: 315/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1077,102932,102932,Conveyor Belt Open End (800mmxRating: 315/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1078,102927,102927,"Bearing Sleeve HE311, FAG",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1079,102928,102928,"Bearing Sleeve HE309, FAG",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1080,102929,102929,"Bearing Sleeve HE2311, Virat",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1081,102930,102930,"Bearing Sleeve HE2309, Virat",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1082,102926,102926,"V-Belt -SPB6700, Fenner (Poly-F)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1083,102925,102925,"Bearing 6305 ZZ, FAG",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1084,102924,102924,"Bearing 6204 ZZ, FAG",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1085,102923,102923,"Bearing Block UCP213, NTN (Japan)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1086,102922,102922,"Bearing Block UCF213, NTN (Japan)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1087,102921,102921,"Bearing UC21132, NTN (Japan)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1088,102920,102920,"Bearing 22318 EE1, FAG (India)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1089,102919,102919,"Bearing 22309 EK, FAG (India)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1090,102918,102918,"Bearing 22311 EK, FAG (IMP)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1091,102917,102917,"Bearing 22209 EK, FAG (India)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1092,102916,102916,"Bearing 22211 EK, FAG (India)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1093,102915,102915,"Bearing 22320 MBW33C3, FAG (India)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1094,102511,102511,Conveyor Belt 1050mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1095,102914,102914,Spring (Auxiliary) for LPK Tipper 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1096,102913,102913,BNC Connector,Consumable,Data Processig Stores & Spares,0,
1097,102912,102912,2AMP Adapter 12 Volt,Consumable,Data Processig Stores & Spares,0,
1098,102911,102911,U Channel M.S (75mm x 200mm) 20ft length,Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
1099,102910,102910,4 Core Cable Optical Fibers Cables Optic,Consumable,Data Processig Stores & Spares,0,
1100,102909,102909,6 Core Fiber Optical Cable 6.2mm,Consumable,Data Processig Stores & Spares,0,
1101,102908,102908,Dust Collector,Consumable,Office Printing & Stationery Stores & Spares,0,
1102,102907,102907,Window Glass Rear for ISSUZU DMAX,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1103,102906,102906,Muffle Furnace Spares,Consumable,QC Stores & Spares,0,
1104,102905,102905,Welding Electrode -CAG 9901- 4mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1105,102903,102903,Lime,Consumable,Building & Civil Stores & Spares,0,
1106,102902,102902,Basin Coupling,Consumable,Building & Civil Stores & Spares,0,
1107,102901,102901,Roller Paint Brush,Consumable,Building & Civil Stores & Spares,0,
1108,102900,102900,Stainner-Fast Blue 100ml,Consumable,Building & Civil Stores & Spares,0,
1109,102899,102899,Distemper Paint,Consumable,Building & Civil Stores & Spares,0,
1110,102896,102896,RCCB  40amps,Consumable,Electrical (Stores & Spares),0,
1111,102898,102898,MCB 10 amps,Consumable,Electrical (Stores & Spares),0,
1112,102897,102897,MCB 15 amps,Consumable,Electrical (Stores & Spares),0,
1113,102895,102895,MS Flat 25 x 5mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1114,102894,102894,LED Tube Light with Frame 18W,Consumable,Electrical (Stores & Spares),0,
1115,102893,102893,Welding Electrode LH 106 - 4mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1116,102892,102892,Welding Electrode -(Duroid 650) 4mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1117,102891,102891,"Drill Bit Set-,(4mm,5m,6mm,8mm,10mm)",Consumable,Building & Civil Stores & Spares,0,
1118,102890,102890,Duplicate Book,Consumable,Office Printing & Stationery Stores & Spares,0,
1119,102889,102889,Sales Loading Challan,Consumable,Office Printing & Stationery Stores & Spares,0,
1120,102888,102888,Drilling Log Sheet for Power ROC T45,Consumable,Office Printing & Stationery Stores & Spares,0,
1121,102887,102887,Drilling Log Sheet for Power ICM350,Consumable,Office Printing & Stationery Stores & Spares,0,
1122,102886,102886,Daily Log Sheet for Mobile Screen,Consumable,Office Printing & Stationery Stores & Spares,0,
1123,102885,102885,Daily Log Sheet for Crusher,Consumable,Office Printing & Stationery Stores & Spares,0,
1124,102884,102884,Daily Explosive Return Requisition,Consumable,Office Printing & Stationery Stores & Spares,0,
1125,102883,102883,Daily Explosive Issue Requisition,Consumable,Office Printing & Stationery Stores & Spares,0,
1126,102882,102882,Manual Challan for Finished Goods,Consumable,Office Printing & Stationery Stores & Spares,0,
1127,102881,102881,Manual Challan for Raw Materials,Consumable,Office Printing & Stationery Stores & Spares,0,
1128,102880,102880,Electrical Cable  4 Sqmm ,Consumable,Electrical (Stores & Spares),0,
1129,102289,102289,Lower Ball Joint DIA.35MM (0401BA4650N),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1130,102288,102288,Ball Joint Assy UPR ARM (0401BA0140N) - DC Turbo  ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1131,102879,102879,Brake Disc (0603AA0010N) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1132,102877,102877,Self Starter (0307CC0821N) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1133,102876,102876,GP3 Grease (Oleum),Consumable,Lubricants,0,
1134,102875,102875,Jaggery (Gur),Consumable,OHS Stores & Spares,0,
1135,102873,102873,Button Bit for DTH ICM350,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1136,102476,102476,Sub 2670681077 for ICM 350,Consumable,Plant & Machinery Stores & Spares (ICM),0,
1137,102872,102872,"Washer, Plain 2650945195 for ECM660",Consumable,Plant & Machinery Stores & Spares (ECM),0,
1138,102871,102871,"Washer, Spring 2650855915 for ECM660",Consumable,Plant & Machinery Stores & Spares (ECM),0,
1139,102870,102870,Bolt 2650945054 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1140,102869,102869,"Roller, Hose 2653220935 for ECM660",Consumable,Plant & Machinery Stores & Spares (ECM),0,
1141,102868,102868,"Roller, Hose 2653220943 for ECM660",Consumable,Plant & Machinery Stores & Spares (ECM),0,
1142,102867,102867,Collar 2651101798 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1143,102866,102866,"Bearing, Ball 2651164473/2657637829 for ECM660",Consumable,Plant & Machinery Stores & Spares (ECM),0,
1144,102865,102865,Shaft Roller 2653220950 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1145,102864,102864,Seal Package 86220621/2686220621 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1146,102863,102863,Seal Package 86640331/2686640331 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1147,102862,102862,Seal Package 86640349/2686640349 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1148,102861,102861,Shaft 86313087/2686313087 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1149,102860,102860,Composite Seal 86611654/2686611654 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1150,102859,102859,Guide 86345022/2686345022 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1151,102858,102858,Centering Part 86221645/2686221645 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1152,102857,102857,Centering Part 86221652/2686221652 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1153,102856,102856,Shank Stop 86223492/2686223492 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1154,102855,102855,Needle Bearing 86221603/2686221603 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1155,102854,102854,Needle Bearing 86223021/2686223021 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1156,102853,102853,Needle Bearing 86221595/2686221595 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1157,102852,102852,Ring 86220241/2686220241 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1158,102851,102851,Ring 86221116/2686221116 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1159,102850,102850,Ring 86221678/2686221678 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1160,102849,102849,Snap Ring 86220258/2686220258 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1161,102838,102838,Splined Nut 86511441/2686511441 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1162,102848,102848,Snap Ring 86220779/2686220779 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1163,102847,102847,Hydraulic Stop Piston 86611639/2686611639 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
1164,102846,102846,Door Hinge,Consumable,Building & Civil Stores & Spares,0,
1165,102845,102845,Tandem Master Cylinder for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1166,102844,102844,Rear Shockabsorber (LH & RH) for DC Turbo Bolero,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1167,102842,102842,"Center Bolt Black Rear (18"" GS) for TATA Tipper 1618",Consumable,Motor Vehicle Stores & Spares (GAD),0,
1168,102841,102841,Running Tools for ECM 660,Consumable,Tools and Tackle,0,
1169,102840,102840,Running Tools for Screen and Crusher,Consumable,Tools and Tackle,0,
1170,102839,102839,Battery 12 Volt (XP1300-Exide) for TATA Tipper LPK 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1171,102837,102837,Tyre Back (100/90 R18) for Motor Bite,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1172,102836,102836,Spring Addition (Opening/Fitting),Consumable,Motor Vehicle Stores & Spares (GAD),0,
1173,102835,102835,Tape and Speaker for Vehicle,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1174,102834,102834,V-Belt SPB 6700,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1175,102833,102833,Switch for High & Low for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1176,102832,102832,High & Low Piston Oring for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1177,102484,102484,Dual Brake Valve Assy (Part # 500629000107N) for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1178,102828,102828,Wheel Cylinder Assy Front Right Side (LH & RH) for Eicher Bus,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1179,102827,102827,Wheel Cylinder Assy Front Left Side (LH & RH) for Eicher Bus,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1180,102830,102830,USB to RS232 Cable,Consumable,Data Processig Stores & Spares,0,
1181,102098,102098,Accelerator Cable  (Part # ID337871) for Eicher Bus,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1182,102825,102825,Pencil,Consumable,Office Printing & Stationery Stores & Spares,0,
1183,102824,102824,RFID UHF Card,Consumable,Data Processig Stores & Spares,0,
1184,102821,102821,"3 Phase induction motor 75 HP, RPM 1000, 415 Volt - Kirloskar",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1185,102822,102822,"Single Phase water pump 1 HP, 220 Volt - Kirloskar",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1186,102820,102820,"3 Phase induction motor 3 HP, RPM 1500, 415 Volt - Kirloskar",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1187,102819,102819,"3 Phase induction motor 7.5 HP, RPM 1500, 415 Volt - Kriloskar",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1188,102817,102817,"3 Phase induction motor 15 HP, RPM 1500, 415 Volt - Kriloskar",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1189,102818,102818,"3 Phase induction motor 5 HP, RPM 1500, 415 Volt - Kriloskar",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
1190,102816,102816,245/70 R16 - Isuzu Hilux Tyre,Consumable,Motor Vehicle Stores & Spares (GAD),0,
1191,102815,102815,National Flag  21ftx14 ft (6.4 m?�4.3 m),Consumable,Other Miscelleanous Stores & Spares,0,
1192,102814,102814,TMT Rod 10mm,Consumable,Building & Civil Stores & Spares,0,
1193,102813,102813,Holtide -100ml,Consumable,Building & Civil Stores & Spares,0,
1194,102812,102812,WC Urinal Pot,Consumable,Other Miscelleanous Stores & Spares,0,
1195,102811,102811,PVC Elbow 3'',Consumable,Building & Civil Stores & Spares,0,
1196,102810,102810,UPVC Union 15mm,Consumable,Building & Civil Stores & Spares,0,
